,Temp,Vacuum,Pressure,Humidity,Energy,TempDiff,PressureDiff,PowerPerFuel
64,21.7,64.69,1007.93,78.37,448.76,42.99,943.24,0.3196813159962473
66,12.22,40.78,1024.02,85.46,464.12,28.56,983.24,0.9313477210756852
67,23.21,58.66,1012.24,65.31,450.92,35.45,953.58,0.3311938770998369
68,22.72,62.4,1010.28,80.79,445.22,39.68,947.88,0.314037671542073
69,13.54,40.69,1015.85,77.55,471.05,27.15,975.16,0.8549892493337782
73,21.98,58.79,1010.72,86.85,448.84,36.81,951.93,0.3473444831706939
74,20.64,61.86,1012.81,99.97,447.14,41.22,950.95,0.3502062672150416
75,13.72,49.83,1006.88,89.49,463.65,36.11,957.05,0.6781804490954376
76,26.24,51.43,1011.32,59.52,447.91,25.19,959.89,0.3319024081986883
78,24.67,69.14,1006.25,88.51,440.03,44.47,937.11,0.2579786476250756
79,23.6,48.98,1015.41,48.28,448.43,25.379999999999995,966.43,0.3879393872282703
81,24.84,71.73,1009.84,82.41,436.36,46.89,938.11,0.244902100895894
83,17.13,42.86,1014.15,73.6,463.09,25.73,971.29,0.6307479871063665
84,19.92,38.52,1018.15,60.68,451.16,18.6,979.63,0.5879697398107486
85,30.1,67.45,1014.23,39.04,434.01,37.35,946.78,0.2137722294599912
86,30.48,70.04,1010.73,53.7,429.85,39.56,940.69,0.2013519458697017
89,21.83,57.85,1012.49,75.16,448.21,36.02,954.64,0.3549150721117965
91,33.82,73.03,1013.49,42.17,439.3,39.21,940.46,0.1778632809941039
92,10.8,39.58,1011.99,87.54,478.24,28.78,972.41,1.118784271891902
93,9.86,41.01,1018.49,98.71,467.37,31.15,977.48,1.1558304930326695
94,25.82,66.49,1013.2,60.32,434.35,40.67,946.71,0.2530039228277165
96,19.06,50.16,1011.36,99.64,449.74,31.1,961.2,0.4704149240792529
99,22.03,64.79,1017.95,76.2,450.25,42.760000000000005,953.16,0.315450517636609
101,26.0,69.88,1007.99,87.07,434.79,43.88,938.11,0.2393058429835762
102,12.34,40.1,1015.77,92.26,470.92,27.76,975.67,0.9516726821519944
103,17.49,40.55,1001.73,73.15,462.37,23.06,961.18,0.6519420292307249
105,18.32,47.83,1005.06,87.21,454.11,29.51,957.23,0.5182451130139769
106,20.15,65.59,1014.62,79.39,449.84,45.440000000000005,949.03,0.3403653873581921
107,14.65,41.92,1030.61,63.07,464.95,27.270000000000003,988.69,0.7570897272229893
110,12.03,40.75,1015.93,85.07,474.97,28.72,975.18,0.9688865770134992
111,24.2,50.78,1008.74,59.32,443.09,26.58,957.96,0.360565264518145
112,22.58,41.54,1013.21,71.33,460.95,18.96,971.67,0.4914319513606572
114,18.95,65.48,1018.17,71.85,452.85,46.53,952.69,0.3649526210343588
116,7.94,35.77,1017.04,63.22,480.38,27.83,981.27,1.6913966856540066
117,16.07,44.58,1019.52,67.95,471.36,28.51,974.94,0.6579558978593821
118,15.33,43.13,1015.41,53.17,466.86,27.800000000000004,972.28,0.706098115967609
121,23.27,60.84,1019.13,67.24,440.22,37.57000000000001,958.29,0.3109454317678839
122,20.46,51.43,1010.06,83.79,456.7,30.97,958.63,0.4340191158478463
124,32.34,74.99,1002.77,42.83,433.07,42.64999999999999,927.78,0.1785725625094683
125,9.53,38.38,1020.49,80.08,478.03,28.85,982.11,1.306944909987768
131,24.39,70.72,1009.78,82.25,442.04,46.33,939.06,0.2562757528027769
132,21.07,67.07,1004.64,86.16,446.05,45.99999999999999,937.57,0.3156390312269997
134,20.75,60.77,1017.91,86.06,448.58,40.02,957.14,0.3557398922661189
137,14.79,39.52,1017.95,71.97,469.47,24.730000000000004,978.43,0.8031982163240837
140,15.19,41.43,1011.34,89.67,470.41,26.24,969.91,0.7474873343792214
141,10.23,42.32,1017.53,89.93,473.59,32.09,975.21,1.0939090890612324
142,18.87,52.05,1012.02,53.46,458.64,33.17999999999999,959.97,0.4669595854542455
144,14.95,43.52,1022.43,94.75,464.98,28.570000000000004,978.91,0.7146677650993508
146,14.43,38.91,1013.28,70.26,468.83,24.48,974.37,0.8350026083256616
147,3.96,35.47,1016.79,83.81,489.68,31.51,981.32,3.486229649184259
148,22.7,48.14,1014.06,60.09,448.96,25.44,965.92,0.410842824434606
151,14.2,43.02,1012.18,57.07,470.67,28.820000000000004,969.16,0.7704736087375017
152,29.39,69.89,1013.92,47.36,434.27,40.5,944.03,0.2114195782601259
154,28.24,65.27,1013.43,48.74,439.36,37.03,948.16,0.2383648483896267
156,18.45,42.44,1013.45,63.52,459.79,23.99,971.01,0.5872023376218682
157,28.96,66.54,1002.54,56.33,429.48,37.580000000000005,936.0,0.2228751201869186
158,14.22,45.08,1023.26,84.41,466.47,30.86,978.18,0.7276796244089271
160,9.35,44.03,1011.02,88.11,476.25,34.68,966.99,1.1568437173973507
161,26.41,68.24,1010.6,77.79,428.52,41.83,942.36,0.2377736238848743
163,23.07,65.27,1013.24,58.38,443.42,42.2,947.97,0.294478824215162
164,18.75,44.9,1007.99,75.76,452.77,26.15,963.09,0.53781143281366
166,13.22,44.92,1023.84,87.99,471.43,31.700000000000003,978.92,0.793863826496727
167,34.09,68.51,1009.0,32.96,431.19,34.42,940.49,0.1846238110552407
169,28.8,74.9,1003.48,75.01,434.01,46.10000000000001,928.58,0.2011988206497552
170,28.65,68.27,1006.96,52.78,432.73,39.62,938.69,0.2212394018105403
174,24.09,73.68,1014.93,94.55,441.34,49.59,941.25,0.2486490896200413
176,27.47,63.78,1016.07,48.47,446.69,36.31,952.29,0.254954719553233
177,9.76,41.01,1019.66,97.59,467.6,31.25,978.65,1.168247648514357
179,10.59,41.54,1019.94,72.52,478.74,30.95,978.4,1.0882715182199212
180,34.43,68.51,1010.17,34.09,431.39,34.080000000000005,941.66,0.1828854197133261
181,28.39,51.43,1011.74,47.54,449.63,23.04,960.31,0.307945146410408
182,29.86,59.57,1011.24,64.02,439.44,29.71,951.67,0.2470484779229937
183,29.18,68.24,1010.04,68.04,428.52,39.06,941.8,0.215202241494158
186,14.46,44.78,1007.64,67.03,459.31,30.32,962.86,0.709338477894387
188,19.85,56.53,1020.57,74.05,457.17,36.68,964.04,0.4074161375716779
193,9.06,41.92,1029.9,90.88,473.37,32.86,987.98,1.24638226075527
195,15.49,54.3,1017.59,71.26,464.24,38.81,963.29,0.551939289531534
196,30.24,68.3,1016.21,48.25,431.82,38.06,947.91,0.2090741128076413
199,30.36,69.04,1009.6,58.73,436.72,38.68000000000001,940.56,0.2083533709812111
200,13.8,40.2,1013.12,90.59,466.29,26.4,972.92,0.840525632706035
201,13.61,42.34,1017.57,91.35,465.65,28.730000000000004,975.23,0.808073060286259
202,9.45,41.4,1027.06,87.35,479.0,31.95,985.66,1.2243437364210312
204,22.31,43.43,1010.64,56.44,449.67,21.12,967.21,0.4640924622206939
205,13.31,42.18,1016.0,83.94,466.56,28.87,973.82,0.8310418053784735
207,25.38,63.87,1018.7,52.48,442.13,38.49,954.83,0.2727479218956255
208,7.6,41.04,1021.82,88.97,475.32,33.44,980.78,1.5239304401354263
209,13.93,42.86,1032.37,71.11,468.88,28.93,989.51,0.7853412787556207
211,23.75,59.07,1007.73,88.82,443.54,35.32,948.66,0.3161565671415716
214,24.37,73.42,1010.19,76.01,440.29,49.05,936.77,0.2460758037997471
215,23.13,72.24,1010.92,92.3,437.67,49.11,938.68,0.261934925087581
216,23.33,72.99,1009.33,89.41,440.04,49.66,936.34,0.2584128188825284
219,25.88,61.47,1007.93,68.71,445.65,35.59,946.46,0.2801343890750794
220,24.79,50.78,1008.78,61.88,445.3,25.99,958.0,0.3537394301180726
221,12.85,40.0,1015.89,68.85,463.74,27.15,975.89,0.9022178988326848
222,16.26,38.58,1016.04,76.7,462.54,22.32,977.46,0.7373378554936404
225,6.65,39.33,1011.29,92.85,490.41,32.68,971.96,1.8750537671409644
227,21.41,62.39,1007.84,88.83,452.8,40.98,945.45,0.3389805384894509
228,28.52,70.02,1010.34,54.21,441.98,41.5,940.32,0.2213252635091637
229,25.38,70.94,1007.87,73.59,446.31,45.56,936.93,0.24788703669268
231,25.77,63.31,1012.76,65.98,439.98,37.540000000000006,949.45,0.2696784251191864
232,12.68,41.16,1020.09,83.32,464.93,28.48,978.93,0.8908261366736872
234,13.88,48.79,1017.28,79.4,464.14,34.91,968.49,0.6853757177292791
237,13.01,41.17,1017.26,76.2,469.48,28.160000000000004,976.09,0.8765141516857886
238,19.35,43.43,1009.4,66.11,454.02,24.08,965.97,0.5402617059975331
240,18.75,41.1,1001.97,59.6,458.31,22.35,960.87,0.5947250608272506
241,22.91,60.07,1016.03,59.72,446.19,37.16,955.96,0.3242179918568741
242,14.8,44.71,1014.67,41.71,470.77,29.91,969.96,0.7114467408585055
243,27.17,67.17,1006.76,81.59,431.73,40.0,939.59,0.2365632299108239
244,27.38,77.24,1008.25,82.49,435.81,49.86,931.01,0.2060731844697582
249,24.79,75.6,1017.07,68.23,440.05,50.81,941.47,0.234803033310496
251,28.39,65.51,1014.52,66.48,438.78,37.120000000000005,949.01,0.2359249283630337
252,27.34,70.98,1008.82,71.42,438.73,43.64,937.84,0.226080355223341
253,16.22,37.87,1022.36,83.13,461.06,21.65,984.49,0.7506047198264425
254,20.79,68.28,1001.42,76.77,445.83,47.49,933.14,0.314066263099655
255,5.78,40.62,1016.55,84.98,484.13,34.84,975.93,2.062026478851163
256,25.15,66.49,1012.71,63.46,436.0,41.34,946.22,0.26073069778053
257,23.74,65.34,1013.7,62.9,447.31,41.60000000000001,948.36,0.2883691269231592
262,19.73,68.63,1012.41,74.12,450.26,48.89999999999999,943.78,0.332523453922135
263,4.86,39.4,1012.73,91.39,488.63,34.54,973.33,2.5518058950095046
264,9.54,41.17,1019.79,65.61,481.18,31.630000000000003,978.62,1.2251191434604891
265,9.64,39.35,1015.1,91.76,479.81,29.71,975.75,1.2648747541744212
266,13.03,39.35,1015.34,79.18,474.02,26.32,975.99,0.9245012730859584
267,10.61,40.77,1022.09,83.62,471.26,30.160000000000004,981.32,1.0894429267699517
272,25.52,67.17,1007.33,85.12,440.02,41.650000000000006,940.16,0.2566944024029237
275,33.76,68.51,1011.33,38.35,429.83,34.75000000000001,942.82,0.185840479924403
276,13.45,43.14,1015.5,74.33,474.1,29.69,972.36,0.8170855501152124
277,14.7,48.6,1006.91,85.65,460.63,33.900000000000006,958.31,0.6447607849724252
278,21.91,48.7,1006.89,83.97,449.8,26.790000000000003,958.19,0.4215490474847167
279,11.05,40.75,1016.55,87.08,478.07,29.7,975.8,1.061699469783194
280,21.94,64.15,1021.2,61.75,453.3,42.21000000000001,957.05,0.3220716032032376
281,21.86,60.27,1016.06,90.48,446.31,38.41,955.79,0.3387546525539008
282,31.05,69.13,1000.38,58.49,426.31,38.08,931.25,0.1986082838163669
283,14.1,41.16,1021.26,73.87,460.01,27.059999999999995,980.1,0.7926341762642242
285,12.58,43.67,1014.36,91.72,473.02,31.090000000000003,970.69,0.8610248201298727
287,14.77,58.2,1018.78,83.83,460.54,43.43000000000001,960.58,0.5357520933814479
290,24.31,67.79,1010.64,76.15,444.72,43.48,942.85,0.2698584790338736
297,16.12,45.87,1008.15,86.12,457.41,29.75,962.28,0.6186027942816061
300,12.91,41.66,1013.37,71.52,469.71,28.75,971.71,0.8733419035659183
302,15.78,48.6,1007.24,84.23,460.86,32.82,958.64,0.6009325760065093
304,24.59,71.94,1006.89,88.52,430.28,47.35,934.95,0.2432328327467322
305,26.31,77.95,1012.45,77.22,436.83,51.64,934.5,0.2129979820704878
306,12.61,43.22,1013.41,78.94,466.85,30.61,970.19,0.8565989032745069
310,14.35,46.18,1016.63,87.76,461.74,31.83,970.45,0.6967735704703456
312,11.26,39.35,1015.47,99.28,471.83,28.090000000000003,976.12,1.0648842988076672
315,29.23,69.59,1009.0,71.41,437.95,40.36,939.41,0.2153024038898082
321,22.64,59.27,1012.58,83.55,446.2,36.63,953.31,0.3325203402289695
322,27.76,69.4,1004.27,72.25,430.68,41.64,934.87,0.2235505651570895
323,13.95,38.73,1003.87,83.94,468.21,24.78,965.14,0.8666005902456767
325,21.29,47.45,1008.85,71.6,447.78,26.160000000000004,961.4,0.443254153466035
328,12.19,40.05,1014.65,85.1,472.68,27.86,974.6,0.9681909098450564
329,9.0,39.18,1024.38,84.91,483.26,30.18,985.2000000000002,1.3704838069309735
330,32.41,67.83,1008.54,55.96,426.85,35.42,940.71,0.1941665605653424
332,15.03,42.44,1014.25,94.52,464.91,27.41,971.81,0.7288439144331509
333,24.81,60.95,1014.72,54.71,446.09,36.14,953.77,0.2949999983467462
335,21.76,47.93,1005.34,86.28,444.77,26.17,957.41,0.4264510284606226
337,24.32,58.79,1016.8,65.61,442.78,34.47,958.01,0.3096855668257222
343,13.0,39.28,1016.7,81.94,473.6,26.28,977.42,0.9274635751214164
344,26.33,64.45,1013.12,43.31,450.67,38.120000000000005,948.67,0.2655735801813646
345,24.29,62.91,1013.04,65.85,442.18,38.62,950.13,0.289368927975748
346,8.13,39.99,1011.71,87.89,486.19,31.86,971.72,1.4954230562560686
347,25.21,75.6,1017.19,69.84,445.84,50.38999999999999,941.59,0.2339291748256444
348,27.33,73.18,1012.26,82.18,429.38,45.85000000000001,939.08,0.2146889909617424
350,24.42,65.94,1011.25,65.04,439.63,41.52,945.31,0.273018903592152
353,7.7,40.72,1022.81,81.97,482.79,33.02,982.09,1.5397838899803538
354,25.67,74.78,1010.24,68.87,440.48,49.11,935.46,0.2294641609674835
355,18.48,52.05,1012.41,68.2,458.62,33.56999999999999,960.36,0.4767934595023932
357,10.03,40.96,1024.57,91.1,478.79,30.93,983.61,1.165424624563809
358,28.18,73.03,1014.18,67.72,439.74,44.85,941.15,0.2136749852549974
359,19.93,62.1,1019.94,76.41,450.57,42.17,957.84,0.3640519596365055
361,9.44,43.99,1020.31,98.06,475.01,34.550000000000004,976.32,1.1438703326256738
364,23.67,68.67,1006.71,77.22,445.32,45.0,938.04,0.2739724510401595
365,7.33,40.0,1018.96,80.76,478.16,32.67,978.96,1.630832196452933
367,17.55,43.14,1018.86,76.0,461.58,25.59,975.72,0.6096628349757696
368,13.08,44.9,1020.47,86.46,472.01,31.82,975.57,0.803705822657213
371,29.31,68.67,1006.18,63.38,435.57,39.36,937.51,0.2164088883403768
374,9.23,39.66,1019.44,76.11,481.77,30.43,979.78,1.3160892505036037
377,31.0,77.95,1010.14,65.97,431.62,46.95,932.19,0.1786173932835357
378,8.91,40.69,1015.11,89.65,481.59,31.78,974.42,1.3283486126936606
382,15.86,38.62,1016.65,67.51,462.58,22.76,978.03,0.755216377377663
383,25.66,77.54,1008.22,78.42,432.82,51.88000000000001,930.68,0.2175328611225423
384,29.1,50.05,1005.87,51.53,438.66,20.95,955.82,0.3011833527297445
386,20.46,51.43,1007.31,93.25,444.88,30.97,955.88,0.4227861271258811
387,30.15,70.32,1007.58,54.14,426.8,40.17,937.26,0.2013067012302915
389,22.21,48.14,1015.08,66.8,448.33,25.93,966.94,0.4193176625207844
390,8.49,43.69,1016.93,85.63,483.62,35.2,973.24,1.3038106306855697
391,28.9,68.12,1011.87,46.56,438.53,39.220000000000006,943.75,0.2227546747343889
394,31.46,77.17,1009.26,59.61,435.56,45.71,932.09,0.1794075727658019
395,18.01,44.2,1018.84,55.72,456.36,26.19,974.64,0.5732863341381484
401,17.75,55.5,1020.15,81.26,459.43,37.75,964.65,0.4663672122827052
402,7.84,43.52,1022.23,96.51,483.79,35.68000000000001,978.71,1.4179206838985594
403,14.08,40.73,1017.52,91.49,461.58,26.65,976.79,0.804877742561882
404,16.96,46.36,1019.91,89.11,460.57,29.4,973.55,0.5857689818809317
405,12.15,45.01,1018.89,90.02,468.07,32.86,973.88,0.8559049063628293
408,13.98,44.84,1023.6,89.09,462.81,30.860000000000003,978.76,0.7382950538490693
411,23.28,68.28,1000.79,81.35,442.04,45.0,932.51,0.2780898141269927
412,19.72,51.19,1008.51,95.28,446.01,31.47,957.32,0.441827309228991
414,24.81,59.87,1018.56,61.18,444.89,35.06,958.69,0.2995136513365954
416,10.38,40.71,1025.27,80.87,481.3,30.33,984.56,1.1389834294831291
418,14.87,42.77,1017.94,75.06,462.03,27.90000000000001,975.17,0.7264738009204234
420,23.04,64.27,1014.29,80.23,439.67,41.23,950.02,0.2969176801860208
421,29.15,73.42,1011.43,66.49,432.26,44.27,938.01,0.2019724389342456
422,29.29,71.14,1011.49,49.97,432.58,41.85,940.35,0.2076027986112717
423,13.58,44.47,1029.91,70.41,467.15,30.89,985.44,0.7735518939643578
424,21.0,66.86,1013.06,59.7,451.89,45.86,946.2,0.3218452202897312
425,32.45,68.3,1015.26,44.12,431.79,35.849999999999994,946.96,0.1948216312064737
426,20.15,58.59,1014.13,91.96,443.85,38.440000000000005,955.54,0.3759565674237891
428,19.95,57.25,1011.08,88.04,453.03,37.3,953.83,0.3966510161867551
430,7.68,38.06,1020.92,83.87,483.8,30.380000000000003,982.86,1.655144289717989
431,25.69,73.18,1012.64,86.35,432.82,47.49000000000001,939.46,0.2302241145212043
433,24.1,52.84,1006.47,47.58,444.69,28.74,953.63,0.3492026347448336
434,18.1,48.06,1015.47,82.47,454.04,29.96,967.41,0.521953451371789
436,22.64,62.44,1011.82,75.07,448.13,39.8,949.38,0.3170039704547461
442,14.66,41.92,1030.81,68.88,464.57,27.26,988.89,0.7559549535007238
443,11.67,42.74,1025.92,79.57,474.75,31.07,983.18,0.9518304617024322
444,14.38,40.73,1017.48,90.64,462.98,26.349999999999994,976.75,0.7904764473941663
445,27.25,69.98,1008.55,59.55,431.44,42.73,938.57,0.2262455065798616
451,25.5,63.91,1009.4,75.22,444.26,38.41,945.49,0.272601483090498
452,25.59,61.08,1013.19,77.28,443.91,35.489999999999995,952.11,0.2840047568925423
453,30.34,68.08,1010.85,49.4,428.34,37.74,942.77,0.2073736199298665
454,10.45,41.01,1020.57,93.84,465.74,30.56,979.56,1.0867695940656323
455,10.02,42.44,1014.57,99.16,478.5,32.42,972.13,1.125223633788032
456,24.41,73.67,1007.39,86.92,435.56,49.260000000000005,933.72,0.2422085891071641
460,22.47,59.43,1006.02,85.21,444.5,36.96,946.59,0.332861037593378
461,26.41,65.59,1010.69,73.78,441.49,39.18000000000001,945.1,0.2548677229648062
462,28.29,68.08,1010.77,53.92,430.93,39.79,942.69,0.223745461538813
463,31.23,66.75,1017.48,36.55,433.9,35.52,950.73,0.2081451979454116
468,30.39,66.54,1002.7,59.15,428.89,36.150000000000006,936.16,0.2120959734650821
469,26.43,77.17,1008.67,92.59,431.26,50.74,931.5,0.21144309890488
470,29.55,66.25,1009.38,69.55,436.29,36.7,943.13,0.222859879321904
471,24.32,65.48,1017.55,59.02,443.31,41.16,952.07,0.2783782412468251
474,20.87,57.19,1006.5,77.0,445.95,36.31999999999999,949.31,0.3736316197498348
476,11.48,42.02,1000.29,94.76,471.43,30.540000000000003,958.27,0.9772806047228216
477,22.42,59.43,1007.12,90.56,440.99,37.01,947.69,0.330969064873359
478,13.64,44.88,1019.85,56.86,466.66,31.24,974.97,0.7623130563875776
479,5.25,40.07,1019.48,67.7,495.23,34.82,979.41,2.354118388058992
480,21.64,44.05,1007.73,74.79,447.96,22.41,963.68,0.4699331334540442
481,27.55,65.59,1011.6,63.99,440.53,38.040000000000006,946.01,0.2437902063885285
484,20.26,51.19,1008.9,93.47,448.1,30.93,957.71,0.4320662796036754
485,21.92,64.63,1020.42,65.22,452.49,42.71,955.79,0.3193995353675216
487,25.92,60.32,1016.05,52.51,448.37,34.4,955.73,0.2867742922520221
488,14.78,42.86,1015.32,84.75,471.17,28.08,972.46,0.7437911897438684
490,12.85,40.92,1023.04,84.04,461.05,28.07,982.12,0.8768176303007482
491,22.72,64.15,1021.14,60.34,453.13,41.43000000000001,956.99,0.3108979284906634
496,10.73,44.92,1025.1,85.4,476.81,34.19,980.18,0.9892496051798412
497,18.16,39.99,1008.13,68.5,461.16,21.83,968.14,0.6350155820893549
498,30.63,53.3,1004.91,53.3,430.27,22.67,951.61,0.2635523303925874
499,10.06,39.61,1020.87,74.01,476.92,29.55,981.26,1.1968582345864225
500,27.18,62.66,1009.89,52.83,442.16,35.48,947.23,0.2596208746080967
502,5.62,40.62,1015.81,85.34,483.13,35.0,975.19,2.116351358218082
505,13.78,45.51,1015.56,69.92,468.17,31.73,970.05,0.746530452006752
506,8.35,43.52,1022.78,97.34,479.31,35.17,979.26,1.3189888605142657
508,11.89,40.03,1019.53,89.48,471.85,28.14,979.5,0.9913716941057874
509,21.55,44.57,1006.03,71.54,446.84,23.02,961.46,0.465224025191479
510,13.35,39.58,1012.41,83.45,465.85,26.23,972.83,0.8816354493719638
511,30.21,79.74,1006.82,54.03,430.83,49.53,927.08,0.1788458966317792
512,22.88,71.73,1010.11,86.96,436.36,48.85000000000001,938.38,0.2658814766719409
514,30.65,71.06,1008.61,76.76,432.08,40.41,937.55,0.1983848403274763
517,10.23,41.46,1020.45,84.95,480.87,31.23,978.99,1.1337642330593174
518,5.33,39.33,1009.61,94.97,491.17,34.0,970.28,2.343045257595685
521,21.6,62.52,1017.23,67.87,453.28,40.92,954.71,0.3356555531859433
523,23.92,66.54,1009.93,62.37,441.9,42.620000000000005,943.39,0.2776387175767737
527,17.69,46.36,1019.55,86.64,462.81,28.67,973.19,0.5643278376370733
528,10.98,41.39,1017.54,85.31,476.31,30.41,976.15,1.048073965227471
530,21.47,70.32,1011.72,88.36,440.0,48.85,941.4,0.291435042043479
532,16.05,65.46,1013.92,87.99,456.94,49.41,948.46,0.4349187585008275
537,33.68,68.14,1002.75,56.05,427.53,34.46,934.61,0.1862912182338025
538,23.0,60.27,1018.72,84.25,442.0,37.27,958.45,0.3188550075385403
541,28.04,69.14,1007.16,80.38,436.37,41.1,938.02,0.2250854909119869
542,9.83,41.17,1019.34,72.29,478.21,31.340000000000003,978.17,1.181637509757201
543,31.87,67.32,1013.65,36.69,435.47,35.44999999999999,946.33,0.2029701022853351
544,21.89,58.62,1016.15,74.59,450.05,36.73,957.53,0.3507269918651288
546,31.43,69.89,1014.8,56.22,426.15,38.46,944.91,0.194000599187114
548,26.93,62.44,1011.02,70.05,435.11,35.51,948.58,0.2587615934542612
549,21.89,74.93,1016.11,77.88,448.47,53.040000000000006,941.18,0.2734210220996883
553,23.74,72.43,1007.99,91.36,437.55,48.69000000000001,935.56,0.254465253091007
555,10.74,41.46,1016.76,84.59,479.94,30.72,975.3,1.0778376950793251
557,16.31,42.28,1007.45,77.77,466.49,25.97,965.17,0.6764775659858919
558,17.21,52.9,1019.91,77.31,460.88,35.69,967.01,0.506234011307006
559,4.87,42.85,1012.69,94.72,482.05,37.98,969.84,2.3100017011733303
561,20.04,58.2,1017.56,74.31,448.92,38.16,959.36,0.3849003024878079
564,16.0,42.86,1013.88,81.74,467.5,26.86,971.02,0.6817253849743351
565,24.54,72.24,1011.43,74.1,435.08,47.7,939.19,0.2454238836225531
566,6.86,38.08,1019.62,77.37,486.92,31.22,981.54,1.8639598696621509
568,16.85,41.35,1006.14,79.21,463.37,24.5,964.79,0.6650472373420787
570,29.42,74.9,1004.11,64.53,434.66,45.48,929.21,0.1972537142203654
571,23.64,58.49,1011.4,74.2,445.75,34.85,952.91,0.322375670389518
572,15.21,35.4,1016.31,58.26,468.18,20.19,980.91,0.8695216126767626
576,13.65,44.6,1017.99,87.04,466.06,30.950000000000003,973.39,0.7655513395423709
580,22.92,63.94,1019.28,42.69,444.22,41.02,955.34,0.3031173968178063
581,19.66,51.43,1010.17,84.19,459.12,31.77,958.74,0.4540735177385572
585,13.8,39.82,1012.37,83.69,473.56,26.02,972.55,0.8617765451779383
586,17.68,45.17,1017.5,77.57,461.96,27.49,972.33,0.5784582527345162
590,23.85,52.3,1005.9,70.95,441.99,28.45,953.6,0.3543417872217612
592,26.63,64.44,1012.66,61.19,442.0,37.81,948.22,0.2575701738866733
593,21.83,63.07,1011.57,87.02,443.1,41.24,948.5,0.3218290055890462
594,25.09,58.95,1016.99,53.16,443.26,33.86,958.04,0.299691255669581
597,10.02,38.18,1017.43,68.4,476.83,28.16,979.25,1.2464071333498534
598,33.13,74.34,999.57,48.34,433.73,41.21,925.23,0.1761065339572197
599,28.25,57.19,1007.99,67.9,436.99,28.94,950.8,0.2704786250458416
600,24.04,72.43,1008.02,87.2,439.39,48.39000000000001,935.59,0.2523464620037063
601,7.73,39.04,1018.61,68.23,482.39,31.31,979.57,1.5984865756155493
603,25.24,68.28,1000.26,78.17,435.9,43.040000000000006,931.98,0.2529321327209579
610,14.78,41.17,1016.42,67.42,469.69,26.39,975.25,0.7718910632602598
611,17.68,53.16,1013.09,82.79,456.86,35.48,959.93,0.4860891222264214
613,6.17,39.33,1012.57,93.32,491.54,33.16,973.24,2.0255816531439703
614,21.71,58.05,1013.07,85.75,449.38,36.34,955.02,0.3565756580657012
621,20.5,51.19,1009.0,91.79,445.35,30.69,957.81,0.4243873851123743
623,6.54,39.33,1011.54,93.69,491.16,32.79,972.21,1.909507181062616
